party,Locality_name,Locality_symbol,Can_vote,voters,Proper_votes,number_of_votes,hebrew_party_name,english_party_name,year
other,ברקן,3654,NA,608,600,40,other,other,2006
other,בועיינה-נוג'ידאת,482,NA,2488,2394,21,other,other,2006
other,אורה,780,NA,362,358,23,other,other,2006
other,דימונה,2200,NA,12500,12100,402,other,other,2006
other,שדי חמד,2015,NA,351,345,27,other,other,2006
other,משמר הירדן,732,NA,215,213,15,other,other,2006
other,מזרע,104,NA,442,441,30,other,other,2006
other,אילות,1126,NA,157,155,17,other,other,2006
other,סואעד (כמאנה) (שבט),989,NA,40,40,2,other,other,2006
other,יקנעם עילית,240,NA,8275,8121,540,other,other,2006
other,חורשים,355,NA,134,134,9,other,other,2006
other,אחיהוד,785,NA,312,309,8,other,other,2006
other,כפר שמואל,743,NA,331,325,19,other,other,2006
other,ברקת,2038,NA,519,516,92,other,other,2006
other,בוקעאתא,4001,NA,91,90,4,other,other,2006
other,אורות,2012,NA,209,209,19,other,other,2006
other,דישון,2063,NA,175,173,6,other,other,2006
other,שדי תרומות,2057,NA,151,148,1,other,other,2006
other,משמר הנגב,395,NA,405,399,25,other,other,2006
other,מזרעה,517,NA,1368,1342,5,other,other,2006
other,אילנייה,49,NA,232,231,17,other,other,2006
other,סולם,526,NA,759,744,12,other,other,2006
other,יראון,623,NA,225,223,21,other,other,2006
other,חזון,1047,NA,177,176,3,other,other,2006
other,אחיטוב,850,NA,337,335,14,other,other,2006
other,כפר שמריהו,267,NA,1039,1033,91,other,other,2006
other,בת הדר,1323,NA,139,137,9,other,other,2006
other,בורגתה,698,NA,445,441,41,other,other,2006
other,אורטל,4013,NA,119,118,18,other,other,2006
other,דלייה,300,NA,494,493,24,other,other,2006
other,שדמה,555,NA,212,212,19,other,other,2006
other,משמר העמק,130,NA,585,585,30,other,other,2006
other,מחולה,3599,NA,200,199,15,other,other,2006
other,אילת,2600,NA,16260,15982,986,other,other,2006
other,סוסיה,3756,NA,250,250,30,other,other,2006
other,ירדנה,2026,NA,180,180,2,other,other,2006
other,חיבת ציון,219,NA,265,263,37,other,other,2006
other,אחיסמך,804,NA,361,360,5,other,other,2006
other,כפר תבור,47,NA,1301,1292,76,other,other,2006
other,בת חפר,1319,NA,2108,2095,148,other,other,2006
other,בחן,2043,NA,172,171,22,other,other,2006
other,אורים,403,NA,241,237,15,other,other,2006
other,דלתון,431,NA,276,274,10,other,other,2006
other,שדמות דבורה,306,NA,251,250,15,other,other,2006
other,משמר השבעה,729,NA,392,389,41,other,other,2006
other,מחנה טלי,1418,NA,75,75,5,other,other,2006
other,איתמר,3762,NA,227,226,33,other,other,2006
other,סופה,1238,NA,127,127,9,other,other,2006
other,ירוחם,831,NA,3143,3079,92,other,other,2006
other,חיננית,3643,NA,283,283,7,other,other,2006
other,אחיעזר,797,NA,596,587,8,other,other,2006
other,כפר תפוח,3572,NA,302,300,96,other,other,2006
other,בת ים,6200,NA,61858,60680,2663,other,other,2006
other,בטחה,762,NA,324,314,3,other,other,2006
other,אורנית,3760,NA,2676,2658,167,other,other,2006
other,דמיידה,1317,NA,128,119,3,other,other,2006
other,שדמות מחולה,3578,NA,209,209,7,other,other,2006
other,משמר השרון,194,NA,291,291,23,other,other,2006
other,מחנה יפה,1415,NA,117,117,2,other,other,2006
other,איתן,37,NA,178,177,3,other,other,2006
other,סח'נין,7500,NA,10598,10492,52,other,other,2006
other,ירושלים,3000,NA,211490,208997,11622,other,other,2006
other,חיפה,4000,NA,134744,132516,8100,other,other,2006
other,אטרש (שבט),965,NA,213,206,14,other,other,2006
other,כרכום,1285,NA,264,262,15,other,other,2006
other,בת עין,3794,NA,243,241,107,other,other,2006
other,ביצרון,234,NA,520,519,41,other,other,2006
other,אושה,278,NA,204,202,21,other,other,2006
other,דן,303,NA,295,291,24,other,other,2006
other,שדרות,1031,NA,8738,8512,310,other,other,2006
other,משמרות,213,NA,151,149,18,other,other,2006
other,מחנה תל נוף,1412,NA,113,113,8,other,other,2006
other,אכסאל,478,NA,2376,2281,69,other,other,2006
other,סייד (שבט),1170,NA,444,432,9,other,other,2006
other,ירחיב,718,NA,319,312,10,other,other,2006
other,חירות,162,NA,578,578,38,other,other,2006
other,איבים,338,NA,69,66,17,other,other,2006
other,כרם בן זמרה,664,NA,214,211,12,other,other,2006
other,בת שלמה,33,NA,198,196,21,other,other,2006
other,ביר אל-מכסור,998,NA,1690,1640,29,other,other,2006
other,אזור,565,NA,5035,4945,269,other,other,2006
other,דפנה,302,NA,376,374,30,other,other,2006
other,שואבה,741,NA,253,253,11,other,other,2006
other,משמרת,425,NA,362,354,28,other,other,2006
other,מחניים,308,NA,221,216,16,other,other,2006
other,אל -רום,4003,NA,158,156,15,other,other,2006
other,סלמה,1245,NA,711,703,14,other,other,2006
other,ירכא,502,NA,4928,4850,148,other,other,2006
other,חלוץ,1272,NA,148,147,20,other,other,2006
other,אייל,716,NA,243,240,13,other,other,2006
other,כרם יבנה (ישיבה),1094,NA,164,164,3,other,other,2006
other,ג'דיידה-מכר,1292,NA,4963,4850,62,other,other,2006
other,בירייה,368,NA,305,304,19,other,other,2006
other,אחווה,1157,NA,140,138,5,other,other,2006
other,דקל,1241,NA,120,119,18,other,other,2006
other,שובה,761,NA,172,169,0,other,other,2006
other,משען,791,NA,268,265,5,other,other,2006
other,מחסיה,776,NA,148,147,3,other,other,2006
other,אלומה,1145,NA,144,142,3,other,other,2006
other,סלעית,3567,NA,238,237,22,other,other,2006
other,ירקונה,183,NA,160,158,8,other,other,2006
other,חלמיש,3573,NA,525,525,50,other,other,2006
other,מנחמיה,48,NA,557,553,31,other,other,2006
other,"כרם מהר""ל",580,NA,280,280,25,other,other,2006
other,ג'ולס,485,NA,2116,2062,83,other,other,2006
other,בית אורן,317,NA,153,153,19,other,other,2006
other,מכורה,3614,NA,76,76,4,other,other,2006
other,דריג'את,1349,NA,201,192,2,other,other,2006
other,שובל,394,NA,381,377,14,other,other,2006
other,מתן,1315,NA,1336,1328,73,other,other,2006
other,מטולה,43,NA,701,693,65,other,other,2006
other,אלומות,330,NA,134,132,10,other,other,2006
other,סמר,1156,NA,126,126,8,other,other,2006
other,ישע,916,NA,129,128,11,other,other,2006
other,חלץ,820,NA,249,245,4,other,other,2006
other,מנרה,347,NA,130,126,12,other,other,2006
other,כרם שלום,1085,NA,29,28,3,other,other,2006
other,ג'לג'וליה,627,NA,3219,3170,11,other,other,2006
other,בית אל,3574,NA,2297,2279,176,other,other,2006
other,מכמורת,382,NA,633,632,86,other,other,2006
other,האון,702,NA,90,90,4,other,other,2006
other,שוהם,1304,NA,7771,7724,422,other,other,2006
other,מתת,1184,NA,77,76,13,other,other,2006
other,מטע,822,NA,232,230,11,other,other,2006
other,אלון הגליל,1182,NA,390,389,33,other,other,2006
other,סנסנה,1328,NA,80,79,4,other,other,2006
other,ישעי,805,NA,307,302,12,other,other,2006
other,חמאם,993,NA,440,427,11,other,other,2006
other,מנשית זבדה,994,NA,341,337,14,other,other,2006
other,כרמי יוסף,1264,NA,1009,1005,86,other,other,2006
other,ג'נאביב (שבט),976,NA,45,44,7,other,other,2006
other,בית אלעזרי,562,NA,532,528,33,other,other,2006
other,מכמנים,1202,NA,132,132,23,other,other,2006
other,הבונים,675,NA,159,159,14,other,other,2006
other,שומרה,614,NA,163,161,4,other,other,2006
other,מתתיהו,3648,NA,132,127,4,other,other,2006
other,מי עמי,1128,NA,114,113,14,other,other,2006
other,אלון מורה,3579,NA,568,565,58,other,other,2006
other,סעד,419,NA,405,405,33,other,other,2006
other,ישרש,828,NA,331,330,4,other,other,2006
other,חמד,801,NA,285,285,13,other,other,2006
other,מסד,1258,NA,194,193,13,other,other,2006
other,כרמי צור,3766,NA,252,250,23,other,other,2006
other,ג'סר א-זרקא,541,NA,1737,1669,29,other,other,2006
other,בית אלפא,95,NA,385,385,22,other,other,2006
other,מלאה,164,NA,164,160,5,other,other,2006
other,הגושרים,356,NA,321,320,16,other,other,2006
other,שוקדה,415,NA,93,92,2,other,other,2006
other,נאות גולן,4551,NA,164,162,25,other,other,2006
other,מיטב,2054,NA,207,203,13,other,other,2006
other,אלון שבות,3604,NA,1513,1504,106,other,other,2006
other,סער,454,NA,235,234,11,other,other,2006
other,יתד,1227,NA,164,164,4,other,other,2006
other,חמדיה,343,NA,207,205,21,other,other,2006
other,מסדה,263,NA,147,144,28,other,other,2006
other,כרמיאל,1139,NA,21694,21183,1159,other,other,2006
other,ג'ש (גוש חלב),487,NA,973,951,27,other,other,2006
other,בית אריה,3652,NA,1524,1515,94,other,other,2006
other,מלילות,2044,NA,120,120,7,other,other,2006
other,הדר עם,191,NA,285,284,18,other,other,2006
other,שורש,456,NA,295,292,14,other,other,2006
other,נאות הכיכר,1124,NA,188,187,18,other,other,2006
other,מייסר,649,NA,385,378,17,other,other,2006
other,אלוני אבא,429,NA,196,196,14,other,other,2006
other,ספיר,1176,NA,141,140,11,other,other,2006
other,כאבול,504,NA,3518,3484,24,other,other,2006
other,חמרה,3609,NA,80,80,8,other,other,2006
other,מסילות,298,NA,300,296,28,other,other,2006
other,כרמייה,768,NA,194,194,9,other,other,2006
other,גאולי תימן,872,NA,205,205,6,other,other,2006
other,בית ג'ן,480,NA,4460,4412,85,other,other,2006
other,מלכייה,596,NA,194,193,5,other,other,2006
other,הוד השרון,9700,NA,21729,21494,1334,other,other,2006
other,שורשים,1235,NA,139,139,19,other,other,2006
other,נאות מרדכי,408,NA,330,329,40,other,other,2006
other,מירב,1282,NA,133,133,7,other,other,2006
other,אלוני הבשן,4017,NA,86,86,4,other,other,2006
other,סתרייה,610,NA,427,425,35,other,other,2006
other,כאוכב אבו אל-היג'א,505,NA,1381,1362,10,other,other,2006
other,חניאל,807,NA,373,371,31,other,other,2006
other,מסילת ציון,742,NA,368,366,20,other,other,2006
other,כרמל,3656,NA,178,178,12,other,other,2006
other,גאולים,379,NA,370,361,22,other,other,2006
other,בית גוברין,619,NA,183,182,5,other,other,2006
other,מנוחה,2030,NA,149,147,1,other,other,2006
other,הודייה,726,NA,260,257,5,other,other,2006
other,שושנת העמקים,224,NA,227,224,17,other,other,2006
other,נאות סמדר,1197,NA,164,164,20,other,other,2006
other,מירון,607,NA,221,219,8,other,other,2006
other,אלוני יצחק,868,NA,22,22,2,other,other,2006
other,ע'ג'ר,4501,NA,323,307,19,other,other,2006
other,כברי,576,NA,499,497,25,other,other,2006
other,חניתה,280,NA,313,311,13,other,other,2006
other,מסלול,748,NA,190,186,10,other,other,2006
other,לבון,1207,NA,103,103,3,other,other,2006
other,גאליה,853,NA,515,512,32,other,other,2006
other,בית גמליאל,571,NA,487,484,23,other,other,2006
other,מנוף,1174,NA,274,269,19,other,other,2006
other,הוואשלה (שבט),1169,NA,382,376,13,other,other,2006
other,שזור,527,NA,159,158,1,other,other,2006
other,נאעורה,524,NA,341,333,5,other,other,2006
other,מישר,731,NA,314,311,24,other,other,2006
other,אלונים,285,NA,340,340,51,other,other,2006
other,עבדון,892,NA,226,223,3,other,other,2006
other,כוכב השחר,3564,NA,587,586,62,other,other,2006
other,חספין,4005,NA,406,405,26,other,other,2006
other,מסעדה,4203,NA,48,48,3,other,other,2006
other,לביא,585,NA,409,403,71,other,other,2006
other,גבולות,352,NA,135,135,7,other,other,2006
other,בית דגן,466,NA,2569,2536,125,other,other,2006
other,מנות,1205,NA,154,154,4,other,other,2006
other,הוזייל (שבט),956,NA,106,105,2,other,other,2006
other,שחר,7,NA,238,238,5,other,other,2006
other,נבטים,396,NA,330,324,7,other,other,2006
other,מיתר,1268,NA,3453,3429,197,other,other,2006
other,אלי-עד,4002,NA,127,120,24,other,other,2006
other,עברון,376,NA,456,453,38,other,other,2006
other,כוכב יאיר,1224,NA,5463,5432,614,other,other,2006
other,חפץ חיים,363,NA,212,211,16,other,other,2006
other,מסעודין אל-עזאזמה (שבט),939,NA,1062,1025,55,other,other,2006
other,לבנים,1230,NA,159,159,14,other,other,2006
other,גבים,424,NA,213,211,11,other,other,2006
other,בית הגדי,723,NA,255,252,4,other,other,2006
other,טירת כרמל,2100,NA,8207,8073,436,other,other,2006
other,הושעיה,1186,NA,599,597,80,other,other,2006
other,שיבולים,865,NA,165,161,3,other,other,2006
other,נגבה,315,NA,305,305,18,other,other,2006
other,חרשים,1209,NA,89,89,9,other,other,2006
other,אליכין,41,NA,1299,1280,32,other,other,2006
other,עגור,794,NA,164,163,6,other,other,2006
other,כוכב יעקב,3779,NA,1849,1833,231,other,other,2006
other,חפצי-בה,90,NA,262,259,18,other,other,2006
other,מעברות,197,NA,524,521,32,other,other,2006
other,להב,2023,NA,270,267,11,other,other,2006
other,גבע,86,NA,362,362,46,other,other,2006
other,בית הלוי,373,NA,302,300,33,other,other,2006
other,טירת צבי,268,NA,382,376,63,other,other,2006
other,הזורע,250,NA,581,571,28,other,other,2006
other,שייח' דנון,658,NA,729,704,5,other,other,2006
other,נהורה,309,NA,443,440,15,other,other,2006
other,חשמונאים,3770,NA,1119,1113,65,other,other,2006
other,אליפלט,730,NA,206,205,0,other,other,2006
other,עדי,1199,NA,793,788,40,other,other,2006
other,כוכב מיכאל,824,NA,333,333,18,other,other,2006
other,חצב,700,NA,411,407,21,other,other,2006
other,מעגלים,1082,NA,444,443,9,other,other,2006
other,להבות הבשן,380,NA,271,265,11,other,other,2006
other,גבע בנימין,3763,NA,950,942,78,other,other,2006
other,בית הלל,322,NA,299,297,33,other,other,2006
other,טל-אל,1181,NA,442,440,21,other,other,2006
other,הזורעים,307,NA,269,268,16,other,other,2006
other,שילה,3641,NA,815,812,79,other,other,2006
other,נהלל,80,NA,419,417,45,other,other,2006
other,טבריה,6700,NA,15331,15101,489,other,other,2006
other,אליקים,682,NA,333,331,9,other,other,2006
other,עדנים,2035,NA,216,213,14,other,other,2006
other,כורזים,1252,NA,227,226,21,other,other,2006
other,חצבה,13,NA,300,298,37,other,other,2006
other,מעגן,678,NA,169,169,20,other,other,2006
other,להבות חביבה,715,NA,169,169,4,other,other,2006
other,גבע כרמל,683,NA,406,401,13,other,other,2006
other,בית העמק,572,NA,313,312,11,other,other,2006
other,טל שחר,462,NA,410,408,37,other,other,2006
other,החותרים,434,NA,336,334,21,other,other,2006
other,שילת,1165,NA,203,203,22,other,other,2006
other,נהרייה,9100,NA,23604,23283,1114,other,other,2006
other,טובא-זנגרייה,962,NA,1029,980,27,other,other,2006
other,אלישיב,204,NA,274,272,17,other,other,2006
other,עוזה,826,NA,239,237,5,other,other,2006
other,כחל,1210,NA,152,151,10,other,other,2006
other,חצור-אשדוד,406,NA,415,414,24,other,other,2006
other,מעגן מיכאל,694,NA,849,843,75,other,other,2006
other,להבים,1271,NA,2831,2817,127,other,other,2006
other,גבעולים,2014,NA,140,139,0,other,other,2006
other,בית הערבה,3645,NA,39,39,9,other,other,2006
other,טללים,1177,NA,66,65,14,other,other,2006
other,היוגב,684,NA,357,352,138,other,other,2006
other,שכניה,1160,NA,260,259,23,other,other,2006
other,נוב,4304,NA,305,304,22,other,other,2006
other,טורעאן,498,NA,3592,3513,49,other,other,2006
other,אלישמע,841,NA,401,400,16,other,other,2006
other,עוזייר,528,NA,556,539,5,other,other,2006
other,כיסופים,840,NA,121,118,3,other,other,2006
other,חצור הגלילית,2034,NA,3855,3794,86,other,other,2006
other,מעוז חיים,272,NA,304,302,10,other,other,2006
other,לוד,7000,NA,26457,25760,1518,other,other,2006
other,גבעון החדשה,3644,NA,572,556,37,other,other,2006
other,בית השיטה,242,NA,605,603,33,other,other,2006
other,טלמון,3788,NA,642,638,23,other,other,2006
other,הילה,1208,NA,249,247,31,other,other,2006
other,שלווה,873,NA,180,180,7,other,other,2006
other,נוגה,55,NA,178,175,17,other,other,2006
other,טייבה,2730,NA,12021,11824,70,other,other,2006
other,אלמגור,1125,NA,174,173,22,other,other,2006
other,עולש,737,NA,415,409,29,other,other,2006
other,כליל,1183,NA,132,129,27,other,other,2006
other,חצרים,397,NA,524,520,33,other,other,2006
other,מעון,3657,NA,131,130,2,other,other,2006
other,לוזית,52,NA,149,149,1,other,other,2006
other,גבעת אבני,1293,NA,834,828,40,other,other,2006
other,בית זית,710,NA,701,701,76,other,other,2006
other,טמרה,8900,NA,9385,9262,114,other,other,2006
other,המעפיל,377,NA,303,303,17,other,other,2006
